Id,Label,modularity_class,indegree,outdegree,Degree,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality,pageranks
43489070,cryptgreg,0,0,1,1,1,1,1,0,0.000227
914432641146904576,yourefaves,0,0,1,1,1,1,1,0,0.000227
458109953,itangwbsn_,137,0,1,1,1,1,1,0,0.000227
3930868764,Hamka_haq33,137,0,1,1,1,1,1,0,0.000227
2413699753,Kindex_RMadrid,0,0,1,1,1,1,1,0,0.000227
1487632740279209984,youfindmels,0,0,1,1,1,1,1,0,0.000227
154575367,amepocchi,0,0,1,1,1,1,1,0,0.000227
1418942462039576588,sneezingegg,0,0,1,1,1,1,1,0,0.000227
544396872,frispita,0,0,1,1,1,1,1,0,0.000227
44308150,rasyiqahs,0,0,1,1,1,1,1,0,0.000227
1067722010078281728,akarsserabut,0,0,1,1,1,1,1,0,0.000227
1120979201002053633,_____csh,0,0,1,1,1,1,1,0,0.000227
122228823,mazpermadi,137,0,1,1,1,1,1,0,0.000227
52316653,ingoesan,0,0,1,1,1,1,1,0,0.000227
631744516,syarif1945,0,0,1,1,1,1,1,0,0.000227
410170776,aidanarhaz,0,0,1,1,1,1,1,0,0.000227
835221544548745216,dayudwiii,0,0,1,1,1,1,1,0,0.000227
205640275,siscatanpaeee,137,0,1,1,1,1,1,0,0.000227
813593511744282624,GuiliAnemoBoy,0,0,1,1,1,1,1,0,0.000227
185561623,B001_Captain,137,0,1,1,1,1,1,0,0.000227
789007549,Bumi9802,0,0,1,1,1,1,1,0,0.000227
1279303966992396288,todayischrysant,0,0,1,1,1,1,1,0,0.000227
570413858,rikifebriy,0,0,1,1,1,1,1,0,0.000227
267529009,naomihiranuma,0,0,1,1,1,1,1,0,0.000227
1386629451291656192,Watermyelon,0,0,1,1,1,1,1,0,0.000227
112417401,Taufiqantai,0,0,1,1,1,1,1,0,0.000227
1448105282182262785,black8to1,0,0,1,1,1,1,1,0,0.000227
1272922628815073281,sesuai_akun,137,0,2,2,1,1,1,0,0.000227
742422211,AF16001,0,0,1,1,1,1,1,0,0.000227
4812782526,mikaelisme,0,0,1,1,1,1,1,0,0.000227
99388020,efremheri,0,0,1,1,1,1,1,0,0.000227
2921098381,taypinchan,0,0,1,1,1,1,1,0,0.000227
410335474,haikal_mf,0,0,1,1,1,1,1,0,0.000227
922161459676684288,jumppenguin93,0,0,1,1,1,1,1,0,0.000227
1261874081986572289,moucaccyno,0,0,1,1,1,1,1,0,0.000227
1075719499620311046,jisungwadon,0,0,1,1,1,1,1,0,0.000227
72010402,adiwaru,137,0,1,1,1,1,1,0,0.000227
231340469,Jessi_Satria,0,0,1,1,1,1,1,0,0.000227
234660059,githaSPputri,0,0,1,1,1,1,1,0,0.000227
100731353,BenisMind,0,0,1,1,1,1,1,0,0.000227
109530998,Arifineyusuf,0,0,1,1,1,1,1,0,0.000227
1198008276627050496,panggilNicoL,137,0,1,1,1,1,1,0,0.000227
2184200894,iyadehhiyaa,0,0,1,1,1,1,1,0,0.000227
328853506,hrdypmngks,0,0,1,1,1,1,1,0,0.000227
1209558411215392768,ridemepIease,137,0,1,1,1,1,1,0,0.000227
106679323,LamriaMS,0,0,1,1,1,1,1,0,0.000227
133209088,iikaazz,0,0,1,1,1,1,1,0,0.000227
971307821915664384,muhbagir_,0,0,1,1,1,1,1,0,0.000227
46845138,akbardimassp,0,0,1,1,1,1,1,0,0.000227
1911173527,meidiantorifki,0,0,1,1,1,1,1,0,0.000227
111770866,Arthur_XII,0,0,1,1,1,1,1,0,0.000227
568964155,Petrus_Inc,137,0,1,1,1,1,1,0,0.000227
1171220409015918592,FaedahPagi,0,0,1,1,1,1,1,0,0.000227
1223026948286238720,baaoobei,0,0,1,1,1,1,1,0,0.000227
911389650,JamalTalabani,0,0,1,1,1,1,1,0,0.000227
1337399945444278273,schrtrt__,0,0,1,1,1,1,1,0,0.000227
100005511,Iapetitecherry,0,0,1,1,1,1,1,0,0.000227
1636617492,Iwan_angkasawan,0,0,1,1,1,1,1,0,0.000227
1188096314304630786,bakpiaduren,0,0,1,1,1,1,1,0,0.000227
1510270965896613894,waklingthrough,0,0,1,1,1,1,1,0,0.000227
